id,prob,target
367,0.22843891,0
369,0.22843891,0
373,0.40280592,0
374,0.53574646,1
376,0.2267662,0
377,0.22843891,0
378,0.22843891,0
379,0.08904269,0
382,0.22793093,0
385,0.22793093,0
387,0.5147706,1
388,0.22843891,0
391,0.22843891,0
392,0.22843891,0
395,0.22843891,0
399,0.362975,0
400,0.054671407,0
403,0.008245438,0
405,0.027068645,0
408,0.24522334,0
411,0.31934464,0
414,0.030372888,0
416,0.12778866,0
417,0.98107815,1
422,0.2765118,0
425,0.15340036,0
428,0.20711347,0
430,0.09399423,0
431,0.044490784,0
433,0.28718746,0
434,0.008245438,0
439,0.49163502,0
441,0.008245438,0
449,0.086358905,0
458,0.08350143,0
460,0.2519946,0
464,0.11476004,0
473,0.982044,1
488,0.02860856,0
491,0.06979969,0
494,0.98427165,1
497,0.0030045807,0
500,0.5242257,1
505,0.042628497,0
507,0.002393484,0
508,0.03255701,0
510,0.016609877,0
511,0.014635891,0
515,0.70339465,1
525,0.097347915,0
529,0.042628467,0
532,0.042628497,0
534,0.042628497,0
537,0.034777403,0
539,0.018475562,0
541,0.042628497,0
545,0.015884727,0
547,0.8736346,1
548,0.9999865,1
549,0.9959489,1
553,0.99838686,1
554,0.62076926,1
555,0.9788574,1
557,0.61048657,1
562,0.12758303,0
566,0.90463495,1
572,0.99374163,1
573,0.97331154,1
582,0.9845444,1
586,0.9858817,1
587,0.36838937,0
590,0.9999865,1
591,0.28355587,0
593,0.14643013,0
595,0.61048657,1
596,0.99269676,1
597,0.010848075,0
601,0.09090224,0
602,0.013372093,0
605,0.9406935,1
610,0.98191905,1
616,0.0037060082,0
618,0.2284573,0
620,0.99941766,1
626,0.61296123,1
627,0.012383223,0
629,0.021725863,0
632,0.9984948,1
634,0.00509727,0
639,0.40872815,0
645,0.99997896,1
647,0.9980392,1
648,0.08537915,0
650,0.6676992,1
663,0.08356258,0
666,0.35349995,0
668,0.71213377,1
670,0.68039674,1
673,0.99891245,1
676,0.50735617,1
678,0.039620668,0
692,0.4480362,0
693,0.36357114,0
694,0.068303615,0
695,0.56096697,1
696,0.9999964,1
698,0.32364994,0
701,0.015078247,0
703,0.9997689,1
707,0.9997689,1
708,0.99987143,1
711,0.9997689,1
715,0.9997689,1
718,0.14254192,0
722,0.15299717,0
723,0.05409041,0
733,0.9997689,1
741,0.9297611,1
742,0.9997689,1
743,0.86615396,1
747,0.03649053,0
749,0.6316111,1
750,0.05343452,0
756,0.12236601,0
757,0.21776402,0
760,0.07951957,0
764,0.0029275417,0
765,0.18361053,0
766,0.13850948,0
768,0.0698933,0
769,0.11935595,0
771,0.0020073354,0
772,0.0026340187,0
776,0.0026974976,0
778,0.17567682,0
780,0.10235849,0
785,0.5587221,1
789,0.012111515,0
792,0.0295116,0
793,0.25144756,0
811,0.73124343,1
813,0.06192094,0
816,0.02251941,0
821,0.020060182,0
824,0.0044124722,0
825,0.0327273,0
827,0.07399982,0
830,0.71224946,1
831,0.7127987,1
839,0.7127987,1
844,0.4224702,0
847,0.77599627,1
850,0.61306727,1
854,0.6806431,1
855,0.64066017,1
858,0.39979118,0
861,0.74943125,1
862,0.10797635,0
865,0.61769587,1
869,0.9464058,1
879,0.94397575,1
880,0.99366575,1
887,0.9827275,1
889,0.8416688,1
897,0.3022694,0
900,0.99933887,1
901,0.73424864,1
904,0.84239185,1
908,0.8006966,1
909,0.5658655,1
910,0.80742824,1
913,0.94442284,1
914,0.9316781,1
917,0.8223131,1
918,0.8919859,1
920,0.29381204,0
922,0.55765915,1
924,0.55765927,1
925,0.88184345,1
927,0.6836421,1
933,0.05348265,0
937,0.040404856,0
943,0.03011638,0
949,0.10501215,0
950,0.9643417,1
954,0.0006445348,0
966,0.014902681,0
967,0.079561025,0
969,0.19057608,0
970,0.99861556,1
973,0.14670813,0
975,0.05360666,0
980,0.035635203,0
988,0.007170081,0
989,0.037716955,0
995,0.03953165,0
1000,0.0043750405,0
1003,0.030059963,0
1007,0.021337539,0
1011,0.012488812,0
1012,0.09294754,0
1013,0.041247338,0
1014,0.010414571,0
1016,0.9995166,1
1019,0.020874262,0
1025,0.0038292706,0
1027,0.012488812,0
1028,0.9941952,1
1030,0.1321787,0
1033,0.99536026,1
1034,0.22466838,0
1039,0.008702606,0
1046,0.0034406483,0
1047,0.035144985,0
1053,0.02782008,0
1055,0.57130384,1
1056,0.010380954,0
1059,0.8022051,1
1060,0.014965594,0
1063,0.20398492,0
1064,0.050720125,0
1068,0.022332609,0
1076,0.021020263,0
1086,0.05641383,0
1087,0.005044192,0
1089,0.049958974,0
1092,0.0206469,0
1095,0.048408747,0
1096,0.016910255,0
1097,0.014302492,0
1100,0.0077678263,0
1101,0.04646331,0
1107,0.00938943,0
1108,0.13466251,0
1111,0.030150354,0
1115,0.050612032,0
1116,0.03435868,0
1121,0.040400356,0
1125,0.0675278,0
1127,0.06490645,0
1131,0.014364332,0
1133,0.094819516,0
1135,0.015663117,0
1137,0.03219515,0
1140,0.024698883,0
1144,0.026821226,0
1147,0.66314626,1
1148,0.020537108,0
1150,0.012308598,0
1158,0.017226338,0
1159,0.08729446,0
1161,0.048346043,0
1163,0.0066471696,0
1165,0.007644117,0
1169,0.015443593,0
1171,0.08151236,0
1172,0.023075521,0
1176,0.33843756,0
1180,0.09754947,0
1184,0.08605051,0
1186,0.033103734,0
1187,0.011307448,0
1192,0.026239514,0
1193,0.10914782,0
1194,0.13558668,0
1197,0.0884819,0
1200,0.011643529,0
1205,0.0020370185,0
1210,0.15513596,0
1216,0.04573065,0
1220,0.058344156,0
1231,0.014851958,0
1233,0.667658,1
1246,0.032256663,0
1247,0.13575599,0
1248,0.016421556,0
1255,0.19123071,0
1256,0.0041485727,0
1257,0.031549156,0
1258,0.07696235,0
1260,0.14164048,0
1261,0.024869233,0
1265,0.04503098,0
1266,0.017202944,0
1268,0.0014386177,0
1274,0.007793814,0
1281,0.0061687827,0
1285,0.06499413,0
1286,0.013695121,0
1291,0.023411363,0
1292,0.007036388,0
1295,0.015606761,0
1299,0.008439243,0
1306,0.01950717,0
1310,0.013463557,0
1311,0.0010530353,0
1313,0.0013055801,0
1314,0.37040383,0
1322,0.008612186,0
1323,0.026761383,0
1325,0.020194769,0
1329,0.00655365,0
1330,0.07759234,0
1333,0.0222511,0
1336,0.016265899,0
1339,0.017760724,0
1342,0.06769535,0
1344,0.14233625,0
1355,0.99999523,1
1357,0.0140455365,0
1358,0.08175415,0
1359,0.012771755,0
1364,0.011636406,0
1366,0.021214694,0
1367,0.035955846,0
1370,0.715308,1
1373,0.035532653,0
1377,0.0040821135,0
1386,0.005364239,0
1387,0.020567626,0
1392,0.041709095,0
1397,0.0013146698,0
1398,0.008794516,0
1400,0.0012196004,0
1403,0.16832903,0
1404,0.043653756,0
1410,0.0004005134,0
1413,0.008794516,0
1416,0.029071659,0
1417,0.0076627135,0
1423,0.033583492,0
1424,0.029068649,0
1426,0.032650113,0
1427,0.21037003,0
1428,0.0009095073,0
1430,0.015327811,0
1434,0.005115181,0
1435,0.40163115,0
1437,0.0085478425,0
1438,0.08754709,0
1442,0.043084472,0
1446,0.022039205,0
1451,0.0020146668,0
1457,0.02834487,0
1461,0.026320845,0
1462,0.11410317,0
1465,0.04759994,0
1468,0.00772056,0
1469,0.12133601,0
1471,0.012138814,0
1476,0.006765634,0
1478,0.08794272,0
1481,0.01770705,0
1489,0.15315756,0
1490,0.01810801,0
1492,0.6578514,1
1496,0.005882323,0
1512,0.021324128,0
1516,0.115771085,0
1517,0.0064193606,0
1528,0.0021235049,0
1529,0.99297553,1
1536,0.9999999,1
1539,0.1749236,0
1541,0.022762567,0
1542,0.06175527,0
1548,0.9999747,1
1550,0.9907608,1
1551,0.15059659,0
1552,0.9956111,1
1557,0.9999609,1
1563,0.21758509,0
1564,0.11328557,0
1565,0.5044507,1
1566,0.9999889,1
1571,0.25361657,0
1578,0.06581384,0
1581,0.026782542,0
1583,0.060219705,0
1584,0.06767869,0
1586,0.99999106,1
1589,0.9999025,1
1592,0.89181626,1
1598,0.9999949,1
1606,0.032548606,0
1612,0.020792216,0
1616,0.8421209,1
1620,0.032007694,0
1624,0.03239107,0
1629,0.9990472,1
1630,0.9955381,1
1635,0.99999416,1
1640,0.99999887,1
1641,0.99999964,1
1642,0.99990886,1
1651,0.99986887,1
1655,0.9999989,1
1656,0.99999976,1
1659,0.9998067,1
1664,0.9999999,1
1667,0.9999994,1
1668,0.999997,1
1674,0.83841366,1
1678,0.083468616,0
1680,0.99952406,1
1681,0.98302305,1
1682,0.52505046,1
1685,0.43553042,0
1695,0.9995079,1
1696,0.8455616,1
1697,0.463357,0
1704,0.076729685,0
1708,0.45627317,0
1711,0.9998764,1
1713,0.99929976,1
1714,0.54755163,1
1717,0.9999671,1
1729,0.14593834,0
1730,0.1884327,0
1732,0.46488684,0
1734,0.88502955,1
1736,0.27500677,0
1738,0.7452087,1
1742,0.33930042,0
1743,0.41916996,0
1746,0.38260382,0
1748,0.99984145,1
1749,0.09978235,0
1751,0.8556432,1
1758,0.8144063,1
1764,0.9992783,1
1765,0.7410134,1
1777,0.9342308,1
1778,0.2129918,0
1781,0.9651859,1
1782,0.78220594,1
1783,0.9580475,1
1785,0.9358031,1
1788,0.99997663,1
1793,0.9998666,1
1794,0.9857638,1
1795,0.9984181,1
1797,0.9704125,1
1800,0.9976139,1
1801,0.98933256,1
1805,0.99819845,1
1806,0.99997663,1
1819,0.7723942,1
1820,0.7484179,1
1825,0.6169838,1
1828,0.06153834,0
1829,0.08257899,0
1830,0.41313773,0
1839,0.46586394,0
1843,0.00832957,0
1844,0.06532177,0
1846,0.15457273,0
1849,0.0076227486,0
1850,0.04042673,0
1854,0.039407313,0
1855,0.054972738,0
1858,0.049761444,0
1859,0.064593375,0
1862,0.042342693,0
1867,0.045837253,0
1868,0.09255594,0
1871,0.9410135,1
1872,0.009805888,0
1874,0.5852188,1
1876,0.509325,1
1879,0.06718427,0
1884,0.05968207,0
1891,0.34527376,0
1894,0.1682415,0
1896,0.38753337,0
1902,0.04921016,0
1903,0.017158031,0
1904,0.38309002,0
1906,0.8129008,1
1907,0.29316556,0
1912,0.09109482,0
1913,0.9771311,1
1923,0.8583611,1
1926,0.01640004,0
1928,0.77470374,1
1930,0.9911094,1
1931,0.38391125,0
1934,0.3377014,0
1936,0.9663809,1
1944,0.99867433,1
1946,0.14703631,0
1947,0.7410134,1
1958,0.5810825,1
1964,0.8384646,1
1970,0.9762777,1
1974,0.98870504,1
1977,0.99931216,1
1978,0.96659195,1
1982,0.999965,1
1984,0.9945145,1
1988,0.92884743,1
1993,0.93586814,1
1997,0.83926773,1
1998,0.999965,1
2002,0.20100006,0
2004,0.9536841,1
2005,0.9994079,1
2008,0.7269077,1
2011,0.99933434,1
2013,0.6452751,1
2018,0.9984977,1
2021,0.99967253,1
2025,0.6288763,1
2029,0.9999999,1
2030,0.9993674,1
2032,0.33403987,0
2037,0.9779133,1
2041,0.9845278,1
2044,0.99386877,1
2048,0.9984977,1
2052,0.97160816,1
2053,0.99983704,1
2054,0.9998211,1
2062,0.47326136,0
2065,0.04682514,0
2066,0.2543543,0
2072,0.9708643,1
2079,0.64104533,1
2080,0.033405274,0
2085,0.030159742,0
2088,0.98943114,1
2090,0.08225423,0
2092,0.57302254,1
2093,0.23005503,0
2101,0.4121793,0
2104,0.04121536,0
2105,0.1331296,0
2106,0.27366185,0
2107,0.2057651,0
2120,0.1077317,0
2124,0.47751945,0
2127,0.060848325,0
2130,0.18446276,0
2132,0.07872844,0
2135,0.031527072,0
2137,0.99875116,1
2140,0.0845986,0
2143,0.36643898,0
2147,0.021924347,0
2151,0.025284499,0
2152,0.64857554,1
2155,0.087224156,0
2156,0.06437072,0
2162,0.060652554,0
2165,0.32325694,0
2166,0.45512703,0
2167,0.501114,1
2168,0.08342695,0
2170,0.08656487,0
2178,0.99999976,1
2180,0.93442374,1
2182,0.032681584,0
2184,0.26062736,0
2185,0.5475813,1
2187,0.23153973,0
2196,0.25612515,0
2197,0.9996095,1
2199,0.11275926,0
2200,0.21636793,0
2201,0.07432598,0
2202,0.87596077,1
2206,0.033495754,0
2208,0.12642649,0
2218,0.091701835,0
2223,0.94673145,1
2224,0.98026735,1
2226,0.051903546,0
2228,0.04490751,0
2232,0.10876006,0
2234,0.90345615,1
2243,0.983791,1
2247,0.35626638,0
2249,0.04490751,0
2252,0.9766092,1
2253,0.99966896,1
2259,0.019619018,0
2261,0.014652848,0
2264,0.022466063,0
2268,0.04243052,0
2269,0.030725539,0
2270,0.019623905,0
2276,0.99953544,1
2283,0.064079165,0
2287,0.59584165,1
2290,0.070497036,0
2291,0.013212532,0
2293,0.076794714,0
2295,0.19424081,0
2302,0.059145033,0
2305,0.1812509,0
2310,0.98673093,1
2313,0.51312166,1
2316,0.5199409,1
2320,0.032748878,0
2322,0.1812509,0
2323,0.40834796,0
2326,0.56406504,1
2328,0.9750248,1
2331,0.16656733,0
2335,0.8783562,1
2338,0.35073033,0
2343,0.47531012,0
2344,0.32426834,0
2345,0.030213863,0
2353,0.8767948,1
2355,0.17868888,0
2357,0.8728523,1
2360,0.98494977,1
2365,0.072716,0
2369,0.17424515,0
2371,0.7498214,1
2378,0.20585033,0
2380,0.9987978,1
2381,0.12624341,0
2383,0.9999792,1
2384,0.8653861,1
2392,0.4913116,0
2393,0.1172986,0
2401,0.47096178,0
2403,0.08927134,0
2404,0.039835274,0
2405,0.0020688474,0
2407,0.077769935,0
2411,0.014877677,0
2424,0.000815928,0
2426,0.01758653,0
2431,0.011445254,0
2433,0.012612432,0
2434,0.022732824,0
2436,0.07726142,0
2439,0.04708317,0
2444,0.0057349205,0
2447,0.014142036,0
2448,0.036298156,0
2449,0.0025267303,0
2450,0.059096217,0
2461,0.965895,1
2469,0.027613252,0
2472,0.073644936,0
2473,0.41910177,0
2474,0.03996983,0
2477,0.47553635,0
2481,0.9999979,1
2484,0.028753161,0
2495,0.22973555,0
2503,0.019780159,0
2509,0.98932517,1
2511,0.99956846,1
2518,0.99997205,1
2522,0.9998212,1
2525,0.99946856,1
2526,0.443977,0
2529,0.43580878,0
2533,0.84844506,1
2549,0.033147365,0
2551,0.033641964,0
2558,0.20887321,0
2562,0.998525,1
2563,0.31352702,0
2567,0.33673453,0
2574,0.9999183,1
2577,0.353671,0
2578,0.37572455,0
2580,0.2912553,0
2581,0.16421357,0
2583,0.99228966,1
2584,0.0190292,0
2586,0.6286837,1
2589,0.9971231,1
2595,0.44853663,0
2596,0.1687451,0
2600,0.996156,1
2601,0.24933526,0
2607,0.80720025,1
2610,0.061582446,0
2613,0.04534337,0
2615,0.29815918,0
2618,0.13176456,0
2620,0.039908946,0
2623,0.99988055,1
2626,0.534547,1
2630,0.29045075,0
2634,0.99988914,1
2636,0.99953526,1
2638,0.04190269,0
2639,0.99975026,1
2646,0.03911048,0
2650,0.9999948,1
2652,0.021014363,0
2653,0.049471974,0
2654,0.016033053,0
2662,0.08132395,0
2665,0.009673387,0
2669,0.026188135,0
2674,0.007886529,0
2678,0.014766067,0
2681,0.0060403943,0
2685,0.022882164,0
2686,0.003917098,0
2690,0.059033483,0
2697,0.08879951,0
2699,0.16720209,0
2704,0.013812423,0
2705,0.15303355,0
2710,0.07728946,0
2712,0.07808298,0
2713,0.0023334324,0
2716,0.0064755976,0
2717,0.053503662,0
2718,0.06987035,0
2721,0.03700438,0
2722,0.052476734,0
2735,0.06247577,0
2737,0.004966259,0
2738,0.035450608,0
2742,0.05185017,0
2745,0.076425195,0
2746,0.062776744,0
2747,0.023815602,0
2750,0.034726292,0
2751,0.14155143,0
2754,0.10407555,0
2762,0.4671121,0
2764,0.011025071,0
2772,0.046507567,0
2775,0.04360473,0
2776,0.06836435,0
2779,0.04574564,0
2781,0.066866994,0
2789,0.004851699,0
2790,0.053362936,0
2791,0.02284941,0
2798,0.025136948,0
2800,0.024597198,0
2804,0.7834666,1
2805,0.035458475,0
2806,0.3051477,0
2809,0.6566601,1
2810,0.73295283,1
2812,0.4034423,0
2814,0.9999962,1
2816,0.60983914,1
2818,0.9273362,1
2823,0.075953424,0
2824,0.9998526,1
2834,0.99478304,1
2837,0.5336082,1
2840,0.9147968,1
2845,0.9999958,1
2847,0.9999987,1
2848,0.4720196,0
2850,0.13445613,0
2859,0.16526854,0
2862,0.30320504,0
2868,0.60968053,1
2874,0.4698814,0
2876,0.74061984,1
2892,0.15747136,0
2894,0.99482,1
2897,0.18801892,0
2901,0.79975367,1
2903,0.04119754,0
2904,0.018052995,0
2906,0.08915031,0
2914,0.009599596,0
2918,0.015105814,0
2919,0.053272426,0
2923,0.11925104,0
2926,0.077779055,0
2928,0.074938774,0
2930,0.0059924424,0
2938,0.3019082,0
2940,0.23918924,0
2949,0.3405844,0
2951,0.043046355,0
2958,0.13082397,0
2961,0.023351371,0
2962,0.2059634,0
2964,0.12542963,0
2966,0.028997451,0
2967,0.28621352,0
2968,0.18558708,0
2972,0.14911604,0
2977,0.012827247,0
2978,0.25902724,0
2979,0.0893375,0
2981,0.02418992,0
2985,0.27833098,0
2986,0.0010561347,0
2989,0.9977808,1
2994,0.010498017,0
2996,0.97608423,1
2997,0.07072115,0
2999,0.026635587,0
3002,0.00926885,0
3007,0.3478843,0
3008,0.010344267,0
3017,0.08672762,0
3020,0.01897329,0
3024,0.090507805,0
3028,0.111922115,0
3031,0.2751352,0
3032,0.7609589,1
3033,0.085458845,0
3035,0.27045876,0
3040,0.31253144,0
3041,0.944957,1
3046,0.052090883,0
3050,0.31625298,0
3063,0.7069083,1
3065,0.3484249,0
3067,0.7069083,1
3069,0.59022194,1
3076,0.5766684,1
3078,0.27631426,0
3081,0.75107706,1
3087,0.9954039,1
3088,0.9956355,1
3094,0.13266954,0
3096,0.8988186,1
3098,0.5264427,1
3103,0.15493333,0
3110,0.9998766,1
3113,0.9997866,1
3121,0.9999993,1
3127,0.9997541,1
3128,0.9954061,1
3129,0.99993014,1
3135,0.9999823,1
3143,0.96479833,1
3146,0.9932052,1
3148,0.9993621,1
3149,0.80338216,1
3151,0.99991024,1
3156,0.02541712,0
3160,0.06385031,0
3164,0.071220905,0
3169,0.24941447,0
3178,0.07510278,0
3187,0.0055907667,0
3194,0.07822448,0
3202,0.18551978,0
3203,0.028233618,0
3204,0.08733195,0
3206,0.999995,1
3207,0.044830948,0
3208,0.044830948,0
3209,0.9956867,1
3213,0.03852114,0
3214,0.20927384,0
3215,0.04916212,0
3220,0.030367225,0
3223,0.028233618,0
3224,0.045812458,0
3226,0.04044178,0
3228,0.04426533,0
3230,0.031797796,0
3232,0.03813213,0
3233,0.043373168,0
3234,0.03290361,0
3238,0.0330081,0
3246,0.025871843,0
3247,0.9998754,1
3250,0.798007,1
3251,0.50229585,1
3254,0.04658699,0
3257,0.5580467,1
3258,0.75138235,1
3261,0.02521044,0
3267,0.03173229,0
3268,0.01314801,0
3269,0.06675097,0
3271,0.015366137,0
3272,0.0042152703,0
3273,0.0022962093,0
3279,0.011349201,0
3290,0.0075075626,0
3291,0.022806466,0
3293,0.14550924,0
3294,0.08876735,0
3298,0.021124482,0
3305,0.98799175,1
3306,0.6053464,1
3307,0.07436389,0
3310,0.013384461,0
3313,0.34413397,0
3314,0.013384461,0
3315,0.027890444,0
3316,0.016628206,0
3321,0.99745786,1
3325,0.037485093,0
3326,0.0351007,0
3327,0.04368174,0
3330,0.9979464,1
3331,0.48482573,0
3332,0.078519166,0
3333,0.9808295,1
3343,0.08345753,0
3344,0.05900851,0
3348,0.022387773,0
3349,0.013384461,0
3350,0.15938255,0
3352,0.023121625,0
3353,0.10862687,0
3354,0.027555913,0
3358,0.47012004,0
3360,0.81578577,1
3366,0.14527968,0
3371,0.15852126,0
3374,0.033932984,0
3375,0.03534946,0
3378,0.5522349,1
3382,0.25154185,0
3384,0.09372783,0
3385,0.2642419,0
3386,0.17000595,0
3392,0.096444786,0
3399,0.10073465,0
3407,0.043532193,0
3409,0.044025034,0
3416,0.99980056,1
3420,0.008242965,0
3422,0.99999905,1
3424,0.046013057,0
3426,0.99999,1
3427,0.025491863,0
3434,0.0076204836,0
3438,0.044827223,0
3441,0.021782845,0
3442,0.06846598,0
3443,0.028345734,0
3444,0.73551637,1
3449,0.025491863,0
3453,0.9999584,1
3454,0.046242893,0
3456,0.9998358,1
3457,0.737073,1
3458,0.99999607,1
3461,0.99994254,1
3467,0.270611,0
3479,0.3549324,0
3488,0.9999253,1
3491,0.97274303,1
3496,0.99999857,1
3502,0.760931,1
3507,0.9997868,1
3511,0.9943304,1
3515,0.99999976,1
3516,0.99999964,1
3538,0.9923527,1
3539,0.99291277,1
3541,0.9999986,1
3545,0.99999124,1
3546,0.99999976,1
3547,0.99961394,1
3551,0.99999505,1
3553,0.10746631,0
3556,0.849723,1
3558,0.05622828,0
3559,0.62766415,1
3561,0.003739953,0
3562,0.07441732,0
3563,0.28496742,0
3564,0.019039124,0
3571,0.11948934,0
3574,0.15116799,0
3576,0.0354456,0
3577,0.17727596,0
3579,0.59640414,1
3580,0.6150857,1
3586,0.03919372,0
3590,0.20930651,0
3599,0.1613447,0
3600,0.11309621,0
3601,0.6825547,1
3605,0.057781428,0
3606,0.019035727,0
3612,0.003178537,0
3614,0.032108963,0
3615,0.066322654,0
3616,0.010294437,0
3620,0.95334125,1
3622,0.0129054785,0
3624,0.1613347,0
3630,0.05840543,0
3644,0.051698297,0
3649,0.21336463,0
3651,0.032919735,0
3654,0.030448467,0
3665,0.0045453906,0
3668,0.052233994,0
3671,0.03426066,0
3672,0.25052878,0
3673,0.006090373,0
3677,0.024144083,0
3678,0.06925741,0
3687,0.039318025,0
3688,0.046761245,0
3693,0.14432096,0
3698,0.03267187,0
3699,0.78108406,1
3701,0.99988884,1
3703,0.012622148,0
3706,0.0115279555,0
3707,0.054458708,0
3709,0.9998002,1
3711,0.46951234,0
3714,0.020191044,0
3716,0.012500048,0
3720,0.9954865,1
3728,0.9999881,1
3731,0.16911247,0
3732,0.23436072,0
3733,0.999732,1
3734,0.122054964,0
3740,0.028772771,0
3746,0.09958136,0
3749,0.45057237,0
3751,0.63653475,1
3755,0.0019820035,0
3757,0.31810772,0
3762,0.9925668,1
3767,0.014915764,0
3769,0.17492688,0
3779,0.017491758,0
3781,0.038510293,0
3782,0.020256907,0
3783,0.97021127,1
3784,0.97056484,1
3790,0.68055457,1
3791,0.9925668,1
3792,0.9998046,1
3794,0.030841947,0
3799,0.031053424,0
3801,0.08158702,0
3804,0.12106335,0
3808,0.19199166,0
3809,0.008562833,0
3811,0.019338846,0
3813,0.05012995,0
3817,0.24345419,0
3818,0.6548137,1
3823,0.015370905,0
3843,0.076408684,0
3844,0.08158702,0
3846,0.111551285,0
3847,0.9477625,1
3852,0.22551885,0
3854,0.21676698,0
3856,0.26107848,0
3863,0.10360393,0
3865,0.6456432,1
3867,0.33192962,0
3871,0.21676698,0
3872,0.21676698,0
3878,0.21676698,0
3880,0.6601887,1
3881,0.33192962,0
3882,0.99064505,1
3883,0.0132294595,0
3884,0.9917908,1
3885,0.36060396,0
3886,0.21184114,0
3890,0.93910515,1
3891,0.9988787,1
3898,0.97466373,1
3902,0.11012894,0
3909,0.8435719,1
3910,0.1369662,0
3912,0.1798788,0
3915,0.99987644,1
3918,0.17821816,0
3920,0.99987644,1
3925,0.4383347,0
3928,0.13930646,0
3929,0.23085901,0
3930,0.99987644,1
3931,0.08211088,0
3934,0.45030573,0
3939,0.0467107,0
3941,0.102211565,0
3942,0.9427312,1
3943,0.047709614,0
3946,0.073136955,0
3963,0.6596805,1
3965,0.6758357,1
3966,0.9610635,1
3971,0.62468016,1
3972,0.9999369,1
3974,0.46223292,0
3976,0.99698603,1
3978,0.13435438,0
3981,0.539187,1
3985,0.09249118,0
3986,0.4104464,0
3987,0.99996734,1
3988,0.9999822,1
3991,0.99998987,1
3999,0.99839854,1
4001,0.4264794,0
4002,0.99429536,1
4004,0.9618237,1
4007,0.5775546,1
4009,0.72854275,1
4013,0.34326997,0
4015,0.17301518,0
4016,0.29305172,0
4023,0.14563525,0
4031,0.80700916,1
4035,0.9748939,1
4036,0.3128369,0
4037,0.1778411,0
4040,0.9997919,1
4048,0.8548478,1
4053,0.82265437,1
4056,0.82265437,1
4059,0.16985378,0
4066,0.9999629,1
4067,0.2969851,0
4069,0.8253176,1
4070,0.88370156,1
4071,0.20630321,0
4073,0.99943894,1
4074,0.2743286,0
4075,0.803657,1
4082,0.82265437,1
4090,0.089218855,0
4099,0.99885654,1
4102,0.9971734,1
4106,0.714267,1
4109,0.96681404,1
4110,0.26074445,0
4115,0.47103396,0
4118,0.9925042,1
4120,0.99999404,1
4125,0.5737105,1
4126,0.83816403,1
4130,0.99994946,1
4134,0.99877787,1
4136,0.15665957,0
4137,0.9909996,1
4144,0.38596314,0
4148,0.033404857,0
4151,0.022414565,0
4155,0.008510023,0
4162,0.008883446,0
4165,0.024687767,0
4169,0.03363189,0
4174,0.0090559125,0
4179,0.008742154,0
4185,0.009099603,0
4186,0.02560985,0
4187,0.0141759515,0
4188,0.0018667579,0
4190,0.05858335,0
4192,0.0025457442,0
4193,0.05754423,0
4194,0.027550519,0
4195,0.13628197,0
4196,0.02151519,0
4207,0.99999666,1
4208,0.999676,1
4215,0.99999666,1
4217,0.9646417,1
4222,0.08782932,0
4223,0.9999213,1
4226,0.41900006,0
4228,0.1602425,0
4229,0.06289053,0
4231,0.9999963,1
4234,0.03199801,0
4236,0.29578435,0
4249,0.098062545,0
4254,0.5791495,1
4258,0.45288557,0
4259,0.121225774,0
4263,0.23871052,0
4267,0.07047993,0
